open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_base_volume,taker_buy_quote_volume
1672531200000,245.99500000,246.52110000,243.42500000,244.25340000,452.60000000,1672574399999,110849.13932000,321,139.10000000,34051.39635000
1672574400000,244.25370000,245.58870000,243.84990000,244.19240000,325.30000000,1672617599999,79630.35338000,259,90.70000000,22215.03349000
